rank,sex,race,mpc,dmos,age,yrsOfSvc
2LT,Male,hispanic,officer,O11C,24.0,2.0
2LT,Female,white,officer,O12C,21.0,2.0
CPT,Male,black,officer,O16N,31.0,8.0
2LT,Female,hispanic,officer,O16N,23.0,4.0
1LT,Male,white,officer,O11C,23.0,9.0
CPT,Male,asian,officer,O12C,36.0,8.0
1LT,Male,black,officer,O12C,26.0,8.0
1LT,Male,black,officer,O12B,29.0,9.0
1LT,Male,hispanic,officer,O12C,25.0,9.0
2LT,Male,white,officer,O12C,23.0,3.0
1LT,Female,asian,officer,O11C,23.0,9.0
2LT,Male,black,officer,O11B,24.0,3.0
2LT,Female,asian,officer,O11B,22.0,4.0
1LT,Female,black,officer,O11C,26.0,9.0
MAJ,Male,black,officer,O16N,40.0,22.0
1LT,Male,asian,officer,O12C,28.0,7.0
1LT,Male,black,officer,O11C,23.0,7.0
2LT,Male,hispanic,officer,O16N,21.0,3.0
CPT,Male,white,officer,O11C,30.0,14.0
1LT,Male,hispanic,officer,O11B,23.0,6.0
CPT,Female,black,officer,O12C,33.0,13.0
2LT,Female,white,officer,O11C,22.0,3.0
1LT,Male,hispanic,officer,O12C,26.0,9.0
1LT,Female,black,officer,O11C,29.0,5.0
LTC,Female,hispanic,officer,O12B,40.0,26.0
MAJ,Male,white,officer,O11B,38.0,21.0
CPT,Male,white,officer,O12C,34.0,11.0
2LT,Male,white,officer,O11B,23.0,3.0
1LT,Male,white,officer,O12B,26.0,4.0
2LT,Male,white,officer,O12B,24.0,4.0
LTC,Female,white,officer,O12B,49.0,27.0
1LT,Female,hispanic,officer,O16N,26.0,9.0
1LT,Male,black,officer,O16N,27.0,7.0
2LT,Female,black,officer,O11C,24.0,2.0
1LT,Female,white,officer,O11C,25.0,6.0
2LT,Female,hispanic,officer,O11B,23.0,2.0
CPT,Male,hispanic,officer,O12B,36.0,8.0
1LT,Male,black,officer,O11B,27.0,6.0
1LT,Female,asian,officer,O12B,24.0,6.0
1LT,Female,asian,officer,O12B,25.0,7.0
2LT,Female,white,officer,O11B,21.0,4.0
CPT,Female,asian,officer,O11B,28.0,10.0
CPT,Male,white,officer,O16N,28.0,14.0
1LT,Male,hispanic,officer,O12B,25.0,5.0
2LT,Female,black,officer,O11B,23.0,2.0
COL,Female,white,officer,O11B,49.0,31.0
CPT,Male,hispanic,officer,O12C,37.0,8.0
1LT,Female,asian,officer,O11C,26.0,4.0
CPT,Male,white,officer,O16N,35.0,13.0
1LT,Female,asian,officer,O11C,23.0,5.0
COL,Female,white,officer,O12C,53.0,30.0
1LT,Male,black,officer,O12C,23.0,5.0
1LT,Male,white,officer,O11B,25.0,9.0
1LT,Male,white,officer,O11B,28.0,4.0
2LT,Male,white,officer,O12B,22.0,2.0
2LT,Female,black,officer,O11C,22.0,3.0
2LT,Male,black,officer,O16N,24.0,4.0
2LT,Female,hispanic,officer,O12B,24.0,4.0
1LT,Male,black,officer,O11B,28.0,4.0
2LT,Male,white,officer,O16N,22.0,2.0
2LT,Male,hispanic,officer,O12B,23.0,2.0
2LT,Male,asian,officer,O12B,24.0,3.0
2LT,Male,hispanic,officer,O12C,24.0,3.0
CPT,Female,hispanic,officer,O11B,30.0,10.0
CPT,Male,hispanic,officer,O12B,36.0,16.0
1LT,Male,hispanic,officer,O11B,26.0,5.0
1LT,Male,white,officer,O12B,27.0,4.0
LTC,Male,hispanic,officer,O11C,49.0,25.0
MAJ,Male,hispanic,officer,O12B,36.0,21.0
COL,Male,white,officer,O16N,49.0,31.0
2LT,Female,asian,officer,O12B,24.0,2.0
MAJ,Male,white,officer,O16N,35.0,21.0
CPT,Male,hispanic,officer,O11B,29.0,9.0
1LT,Male,black,officer,O11C,23.0,6.0
CPT,Male,asian,officer,O11B,35.0,17.0
1LT,Male,white,officer,O12C,24.0,9.0
CPT,Male,hispanic,officer,O16N,29.0,13.0
1LT,Male,asian,officer,O12B,25.0,4.0
1LT,Male,white,officer,O12B,23.0,4.0
1LT,Male,white,officer,O11B,27.0,7.0
CPT,Male,white,officer,O11C,36.0,14.0
1LT,Male,asian,officer,O11B,23.0,5.0
1LT,Male,white,officer,O11C,26.0,7.0
2LT,Male,asian,officer,O11B,22.0,3.0
1LT,Male,black,officer,O12B,26.0,9.0
2LT,Male,black,officer,O11B,24.0,2.0
CPT,Male,asian,officer,O11B,33.0,9.0
1LT,Female,white,officer,O11C,23.0,9.0
1LT,Male,white,officer,O16N,24.0,5.0
CPT,Male,white,officer,O12B,29.0,12.0
2LT,Female,black,officer,O12B,24.0,4.0
2LT,Female,hispanic,officer,O12B,22.0,2.0
2LT,Male,black,officer,O12C,22.0,2.0
MAJ,Female,hispanic,officer,O11B,39.0,26.0
1LT,Male,white,officer,O11B,25.0,7.0
2LT,Male,asian,officer,O11C,23.0,3.0
1LT,Male,asian,officer,O12B,23.0,8.0
2LT,Male,black,officer,O12C,23.0,3.0
1LT,Male,black,officer,O11C,24.0,8.0
CPT,Female,hispanic,officer,O11C,28.0,13.0
1LT,Male,white,officer,O12C,27.0,7.0
2LT,Female,hispanic,officer,O11C,23.0,2.0
2LT,Female,black,officer,O12B,23.0,4.0
1LT,Male,asian,officer,O11C,28.0,6.0
1LT,Female,hispanic,officer,O11B,25.0,5.0
1LT,Male,hispanic,officer,O16N,29.0,6.0
1LT,Female,white,officer,O11C,29.0,4.0
2LT,Male,black,officer,O12C,22.0,3.0
CPT,Male,hispanic,officer,O11B,36.0,17.0
MAJ,Female,hispanic,officer,O16N,42.0,21.0
1LT,Male,hispanic,officer,O12B,29.0,5.0
2LT,Female,black,officer,O11B,23.0,2.0
1LT,Male,asian,officer,O16N,24.0,6.0
2LT,Male,white,officer,O11B,24.0,4.0
CPT,Male,white,officer,O12B,37.0,17.0
CPT,Female,hispanic,officer,O12C,34.0,11.0
CPT,Male,black,officer,O12B,28.0,10.0
2LT,Male,white,officer,O12C,24.0,4.0
2LT,Male,white,officer,O12C,21.0,2.0
CPT,Female,black,officer,O12B,30.0,17.0
COL,Male,white,officer,O12C,55.0,34.0
MAJ,Male,white,officer,O16N,36.0,18.0
CPT,Female,black,officer,O16N,31.0,9.0
CPT,Female,hispanic,officer,O11B,32.0,12.0
1LT,Male,white,officer,O16N,23.0,9.0
1LT,Female,hispanic,officer,O12C,27.0,7.0
CPT,Male,white,officer,O12B,29.0,9.0
2LT,Male,white,officer,O16N,24.0,3.0
1LT,Female,hispanic,officer,O11C,25.0,4.0
1LT,Male,white,officer,O12B,27.0,7.0
1LT,Female,hispanic,officer,O11C,24.0,8.0
1LT,Female,white,officer,O11B,24.0,4.0
1LT,Male,white,officer,O12C,23.0,6.0
2LT,Female,white,officer,O11C,21.0,4.0
2LT,Female,white,officer,O11B,23.0,3.0
2LT,Male,black,officer,O16N,21.0,3.0
2LT,Female,white,officer,O12B,22.0,3.0
1LT,Male,hispanic,officer,O16N,25.0,4.0
CPT,Male,asian,officer,O12B,35.0,17.0
1LT,Male,hispanic,officer,O12B,28.0,4.0
1LT,Female,hispanic,officer,O16N,27.0,5.0
2LT,Female,other,officer,O11C,22.0,3.0
2LT,Male,white,officer,O11C,23.0,4.0
1LT,Male,black,officer,O11B,23.0,9.0
CPT,Male,black,officer,O12C,37.0,11.0
COL,Male,hispanic,officer,O11B,49.0,37.0
CPT,Female,hispanic,officer,O11C,31.0,15.0
2LT,Female,hispanic,officer,O12B,23.0,4.0
2LT,Male,hispanic,officer,O12C,23.0,4.0
2LT,Male,white,officer,O12C,23.0,3.0
1LT,Male,other,officer,O12C,29.0,6.0
LTC,Female,white,officer,O11C,45.0,33.0
1LT,Female,white,officer,O16N,27.0,7.0
2LT,Male,asian,officer,O12C,23.0,2.0
2LT,Female,white,officer,O12C,23.0,4.0
1LT,Female,white,officer,O11C,27.0,9.0
2LT,Female,black,officer,O11C,21.0,2.0
1LT,Female,asian,officer,O11C,23.0,6.0
2LT,Male,asian,officer,O16N,23.0,2.0
MAJ,Female,hispanic,officer,O16N,44.0,24.0
1LT,Male,white,officer,O12C,28.0,7.0
1LT,Female,white,officer,O12B,26.0,9.0
1LT,Male,white,officer,O12B,24.0,5.0
LTC,Male,hispanic,officer,O12B,44.0,30.0
LTC,Female,hispanic,officer,O12C,44.0,33.0
CPT,Male,white,officer,O12C,37.0,15.0
1LT,Male,hispanic,officer,O12C,29.0,4.0
CPT,Male,hispanic,officer,O12B,37.0,14.0
2LT,Female,white,officer,O16N,21.0,4.0
2LT,Female,white,officer,O16N,24.0,2.0
COL,Female,white,officer,O11C,58.0,36.0
2LT,Male,white,officer,O11C,21.0,2.0
1LT,Female,black,officer,O11C,28.0,4.0
MAJ,Male,hispanic,officer,O12B,41.0,22.0
2LT,Male,white,officer,O11B,24.0,3.0
1LT,Female,white,officer,O12C,28.0,7.0
2LT,Male,white,officer,O11C,22.0,3.0
CPT,Female,white,officer,O11B,29.0,9.0
2LT,Female,hispanic,officer,O12B,22.0,2.0
1LT,Female,white,officer,O12B,23.0,9.0
1LT,Female,hispanic,officer,O16N,25.0,7.0
2LT,Male,asian,officer,O16N,24.0,3.0
1LT,Male,hispanic,officer,O11B,23.0,9.0
1LT,Female,black,officer,O12B,28.0,7.0
2LT,Male,hispanic,officer,O12B,24.0,4.0
1LT,Male,hispanic,officer,O12C,27.0,9.0
CPT,Male,hispanic,officer,O12B,31.0,10.0
1LT,Female,black,officer,O12C,23.0,4.0
2LT,Male,hispanic,officer,O12B,21.0,3.0
1LT,Male,white,officer,O12B,27.0,6.0
1LT,Male,white,officer,O12C,27.0,6.0
2LT,Female,white,officer,O11B,24.0,2.0
MAJ,Male,white,officer,O16N,38.0,23.0
1LT,Female,white,officer,O11C,24.0,9.0
MAJ,Female,hispanic,officer,O12B,40.0,21.0
CPT,Male,white,officer,O11B,32.0,8.0
CPT,Male,hispanic,officer,O11B,36.0,10.0
CPT,Male,white,officer,O11C,30.0,15.0
1LT,Male,hispanic,officer,O12C,24.0,5.0
1LT,Female,white,officer,O11B,29.0,6.0
1LT,Male,asian,officer,O11B,23.0,4.0
2LT,Female,white,officer,O12C,24.0,3.0
CPT,Male,hispanic,officer,O11B,29.0,14.0
2LT,Female,white,officer,O12B,23.0,3.0
2LT,Male,white,officer,O12C,21.0,2.0
2LT,Female,white,officer,O12B,24.0,4.0
1LT,Male,black,officer,O12C,29.0,6.0
2LT,Male,hispanic,officer,O16N,21.0,2.0
MAJ,Male,black,officer,O12B,38.0,25.0
1LT,Female,hispanic,officer,O12B,27.0,7.0
1LT,Male,black,officer,O11C,26.0,6.0
CPT,Male,black,officer,O11B,34.0,11.0
CPT,Male,hispanic,officer,O12B,37.0,8.0
2LT,Male,hispanic,officer,O11B,21.0,3.0
1LT,Male,hispanic,officer,O11C,27.0,4.0
CPT,Female,black,officer,O11C,30.0,10.0
1LT,Male,hispanic,officer,O12B,24.0,7.0
2LT,Male,hispanic,officer,O11C,23.0,4.0
1LT,Female,white,officer,O16N,24.0,4.0
2LT,Male,hispanic,officer,O16N,23.0,2.0
2LT,Female,white,officer,O12B,22.0,2.0
1LT,Male,hispanic,officer,O12B,29.0,6.0
CPT,Male,hispanic,officer,O11C,30.0,15.0
2LT,Male,white,officer,O11B,23.0,2.0
CPT,Female,hispanic,officer,O12C,31.0,17.0
2LT,Male,hispanic,officer,O11C,23.0,2.0
LTC,Female,hispanic,officer,O12B,47.0,31.0
CPT,Female,hispanic,officer,O16N,32.0,16.0
1LT,Female,black,officer,O11B,23.0,4.0
2LT,Male,hispanic,officer,O12B,21.0,4.0
1LT,Female,white,officer,O12B,28.0,9.0
2LT,Male,white,officer,O11B,23.0,4.0
CPT,Male,hispanic,officer,O12B,36.0,16.0
1LT,Male,asian,officer,O16N,23.0,8.0
COL,Female,hispanic,officer,O12C,49.0,37.0
2LT,Male,white,officer,O16N,23.0,4.0
1LT,Male,hispanic,officer,O11C,27.0,9.0
CPT,Female,hispanic,officer,O11C,29.0,11.0
CPT,Female,other,officer,O11C,34.0,14.0
1LT,Male,white,officer,O11C,27.0,4.0
1LT,Male,white,officer,O12B,24.0,9.0
1LT,Male,black,officer,O11C,24.0,4.0
CPT,Male,white,officer,O11B,36.0,15.0
2LT,Male,asian,officer,O12C,21.0,2.0
CPT,Male,hispanic,officer,O16N,37.0,9.0
2LT,Female,white,officer,O11B,21.0,4.0
2LT,Female,white,officer,O12B,21.0,4.0
1LT,Female,asian,officer,O11B,27.0,6.0
1LT,Female,white,officer,O11C,29.0,9.0
1LT,Female,white,officer,O16N,24.0,9.0
1LT,Male,white,officer,O11C,25.0,4.0
2LT,Female,hispanic,officer,O11C,23.0,3.0
CPT,Female,hispanic,officer,O12B,33.0,9.0
2LT,Male,hispanic,officer,O11B,24.0,4.0
1LT,Female,white,officer,O12B,28.0,5.0
1LT,Male,hispanic,officer,O12C,29.0,9.0
1LT,Male,white,officer,O12B,23.0,4.0
MAJ,Female,asian,officer,O12B,42.0,20.0
COL,Female,white,officer,O16N,51.0,31.0
1LT,Male,other,officer,O12B,26.0,4.0
2LT,Male,white,officer,O12B,22.0,2.0
CPT,Female,white,officer,O11C,34.0,17.0
2LT,Female,asian,officer,O12C,22.0,3.0
1LT,Male,hispanic,officer,O11B,26.0,4.0
2LT,Male,asian,officer,O12B,21.0,4.0
1LT,Female,white,officer,O11C,25.0,8.0
1LT,Female,white,officer,O12C,25.0,9.0
2LT,Female,asian,officer,O11C,24.0,4.0
2LT,Female,hispanic,officer,O12B,21.0,4.0
1LT,Male,black,officer,O12C,25.0,7.0
2LT,Male,white,officer,O16N,21.0,3.0
LTC,Male,white,officer,O12B,42.0,27.0
2LT,Male,asian,officer,O12B,21.0,3.0
2LT,Female,hispanic,officer,O11C,23.0,4.0
2LT,Male,white,officer,O11C,22.0,3.0
2LT,Male,white,officer,O12B,23.0,4.0
1LT,Male,black,officer,O11B,24.0,4.0
1LT,Female,asian,officer,O11B,25.0,7.0
2LT,Female,white,officer,O11B,21.0,4.0
CPT,Male,black,officer,O12C,35.0,11.0
CPT,Male,black,officer,O11C,30.0,8.0
1LT,Female,white,officer,O16N,26.0,8.0
2LT,Male,black,officer,O11C,21.0,4.0
2LT,Male,white,officer,O12B,23.0,3.0
CPT,Male,hispanic,officer,O12B,31.0,9.0
1LT,Female,white,officer,O16N,26.0,5.0
1LT,Female,white,officer,O11C,28.0,6.0
2LT,Female,white,officer,O11B,22.0,3.0
2LT,Male,hispanic,officer,O16N,24.0,3.0
LTC,Male,black,officer,O11B,40.0,26.0
CPT,Female,hispanic,officer,O12B,36.0,11.0
2LT,Female,hispanic,officer,O16N,24.0,2.0
MAJ,Female,asian,officer,O12B,37.0,26.0
2LT,Male,black,officer,O12C,22.0,3.0
CPT,Female,hispanic,officer,O16N,30.0,8.0
2LT,Male,asian,officer,O11B,22.0,3.0
COL,Male,hispanic,officer,O11B,59.0,31.0
1LT,Male,white,officer,O12B,27.0,5.0
CPT,Male,white,officer,O16N,33.0,13.0
CPT,Female,white,officer,O11C,29.0,9.0
1LT,Male,black,officer,O12B,26.0,8.0
1LT,Male,asian,officer,O12B,26.0,9.0
COL,Male,white,officer,O11C,57.0,39.0
CPT,Female,asian,officer,O12C,28.0,17.0
1LT,Male,hispanic,officer,O12B,26.0,9.0
1LT,Male,white,officer,O11C,26.0,5.0
2LT,Male,black,officer,O11B,22.0,3.0
1LT,Female,hispanic,officer,O11C,26.0,8.0
CPT,Female,white,officer,O12B,34.0,13.0
CPT,Male,hispanic,officer,O12C,34.0,17.0
1LT,Male,asian,officer,O16N,25.0,9.0
CPT,Male,black,officer,O12B,32.0,11.0
1LT,Female,white,officer,O16N,25.0,6.0
2LT,Male,white,officer,O16N,24.0,4.0
1LT,Male,white,officer,O16N,24.0,7.0
2LT,Male,hispanic,officer,O12B,21.0,4.0
2LT,Male,white,officer,O11C,22.0,2.0
2LT,Male,white,officer,O11C,21.0,2.0
2LT,Female,white,officer,O16N,22.0,2.0
1LT,Male,hispanic,officer,O12C,27.0,4.0
2LT,Male,white,officer,O12B,23.0,4.0
MAJ,Male,white,officer,O11C,43.0,18.0
CPT,Female,hispanic,officer,O12C,29.0,15.0
1LT,Male,hispanic,officer,O12C,23.0,9.0
MAJ,Male,white,officer,O12C,43.0,21.0
1LT,Male,white,officer,O12C,23.0,7.0
2LT,Male,hispanic,officer,O11B,23.0,2.0
2LT,Male,hispanic,officer,O12B,23.0,4.0
2LT,Male,white,officer,O12B,22.0,2.0
1LT,Male,asian,officer,O12B,26.0,6.0
1LT,Male,hispanic,officer,O11C,26.0,5.0
2LT,Female,black,officer,O12C,24.0,2.0
1LT,Male,black,officer,O16N,29.0,4.0
1LT,Female,hispanic,officer,O16N,25.0,9.0
1LT,Female,white,officer,O11C,26.0,5.0
1LT,Male,black,officer,O11C,28.0,6.0
COL,Male,hispanic,officer,O16N,48.0,32.0
CPT,Male,hispanic,officer,O16N,34.0,17.0
2LT,Female,asian,officer,O11C,22.0,4.0
1LT,Female,white,officer,O12B,27.0,9.0
2LT,Male,white,officer,O12C,22.0,2.0
1LT,Female,asian,officer,O12C,24.0,5.0
MAJ,Male,black,officer,O12C,40.0,22.0
1LT,Male,hispanic,officer,O11B,28.0,4.0
2LT,Male,white,officer,O12C,23.0,2.0
2LT,Male,black,officer,O12C,23.0,2.0
2LT,Female,white,officer,O11C,21.0,2.0
1LT,Male,hispanic,officer,O12B,26.0,9.0
2LT,Male,asian,officer,O12B,23.0,3.0
CPT,Male,other,officer,O12C,34.0,9.0
2LT,Female,black,officer,O12C,24.0,2.0
CPT,Female,hispanic,officer,O11B,31.0,10.0
1LT,Female,hispanic,officer,O12C,23.0,8.0
2LT,Female,black,officer,O12B,24.0,3.0
1LT,Male,black,officer,O11B,26.0,5.0
2LT,Male,other,officer,O16N,23.0,3.0
2LT,Male,black,officer,O16N,23.0,3.0
MAJ,Male,hispanic,officer,O16N,42.0,27.0
1LT,Male,hispanic,officer,O16N,28.0,9.0
CPT,Male,white,officer,O12C,36.0,14.0
1LT,Male,hispanic,officer,O11B,25.0,6.0
CPT,Male,black,officer,O12C,32.0,15.0
COL,Male,other,officer,O12B,49.0,30.0
1LT,Male,hispanic,officer,O12C,29.0,5.0
1LT,Female,white,officer,O11B,28.0,7.0
1LT,Male,white,officer,O12B,29.0,8.0
2LT,Male,black,officer,O12B,21.0,3.0
MAJ,Male,asian,officer,O12B,39.0,26.0
1LT,Female,white,officer,O12C,23.0,5.0
1LT,Male,hispanic,officer,O12B,29.0,8.0
2LT,Female,black,officer,O11B,21.0,3.0
1LT,Female,white,officer,O16N,26.0,9.0
LTC,Female,black,officer,O12B,43.0,28.0
1LT,Male,white,officer,O16N,25.0,7.0
1LT,Female,black,officer,O12B,29.0,5.0
2LT,Female,white,officer,O12B,23.0,2.0
1LT,Male,white,officer,O11B,24.0,6.0
COL,Male,white,officer,O11B,55.0,30.0
2LT,Female,black,officer,O12B,23.0,4.0
MAJ,Male,black,officer,O12C,43.0,26.0
1LT,Female,hispanic,officer,O16N,24.0,7.0
2LT,Male,hispanic,officer,O12C,23.0,4.0
1LT,Male,black,officer,O11B,29.0,5.0
2LT,Male,white,officer,O12B,22.0,2.0
1LT,Male,black,officer,O11B,29.0,7.0
CPT,Male,hispanic,officer,O12B,30.0,11.0
CPT,Male,white,officer,O11C,29.0,9.0
2LT,Male,white,officer,O11B,23.0,4.0
1LT,Female,white,officer,O12C,23.0,9.0
CPT,Male,white,officer,O11C,32.0,11.0
2LT,Female,white,officer,O12B,22.0,3.0
1LT,Male,white,officer,O16N,23.0,9.0
MAJ,Male,other,officer,O11C,36.0,18.0
2LT,Female,white,officer,O12C,24.0,2.0
2LT,Male,hispanic,officer,O11B,23.0,2.0
2LT,Male,white,officer,O11C,22.0,4.0
1LT,Female,white,officer,O16N,28.0,8.0
2LT,Male,white,officer,O12B,22.0,2.0
MAJ,Male,hispanic,officer,O12B,40.0,25.0
2LT,Female,black,officer,O12C,22.0,4.0
1LT,Male,hispanic,officer,O16N,28.0,4.0
1LT,Female,hispanic,officer,O12B,25.0,5.0
2LT,Female,white,officer,O16N,21.0,2.0
1LT,Male,white,officer,O12C,29.0,6.0
LTC,Female,asian,officer,O12C,42.0,26.0
1LT,Female,white,officer,O11C,25.0,9.0
CPT,Male,black,officer,O12B,29.0,13.0
2LT,Female,asian,officer,O12B,22.0,2.0
2LT,Male,hispanic,officer,O11C,21.0,4.0
CPT,Male,hispanic,officer,O16N,28.0,16.0
CPT,Female,hispanic,officer,O11B,33.0,9.0
2LT,Male,hispanic,officer,O12C,24.0,3.0
2LT,Female,hispanic,officer,O11B,22.0,4.0
2LT,Male,white,officer,O12C,21.0,3.0
LTC,Male,white,officer,O11C,41.0,30.0
1LT,Male,hispanic,officer,O11C,29.0,9.0
1LT,Female,hispanic,officer,O11C,25.0,7.0
CPT,Female,white,officer,O16N,36.0,16.0
1LT,Male,hispanic,officer,O11B,24.0,8.0
1LT,Male,hispanic,officer,O11B,25.0,8.0
1LT,Male,white,officer,O16N,28.0,4.0
MAJ,Male,white,officer,O11B,35.0,18.0
2LT,Male,hispanic,officer,O16N,24.0,4.0
1LT,Female,white,officer,O16N,23.0,5.0
1LT,Male,hispanic,officer,O12C,27.0,9.0
1LT,Male,white,officer,O16N,23.0,5.0
2LT,Female,black,officer,O12C,24.0,4.0
CPT,Female,hispanic,officer,O11C,33.0,14.0
2LT,Male,white,officer,O12B,24.0,3.0
1LT,Male,hispanic,officer,O11C,25.0,7.0
CPT,Female,asian,officer,O11B,30.0,9.0
1LT,Male,hispanic,officer,O16N,28.0,4.0
CPT,Male,asian,officer,O12C,34.0,9.0
1LT,Female,hispanic,officer,O16N,23.0,5.0
MAJ,Female,black,officer,O12C,36.0,18.0
1LT,Male,hispanic,officer,O12C,23.0,8.0
2LT,Male,asian,officer,O12C,24.0,4.0
MAJ,Male,black,officer,O11B,35.0,18.0
MAJ,Female,white,officer,O16N,36.0,27.0
1LT,Female,black,officer,O16N,27.0,6.0
2LT,Female,white,officer,O11C,24.0,4.0
CPT,Male,white,officer,O12B,35.0,8.0
CPT,Female,hispanic,officer,O11B,33.0,11.0
CPT,Male,black,officer,O16N,36.0,17.0
2LT,Male,black,officer,O16N,22.0,3.0
COL,Male,hispanic,officer,O12C,57.0,30.0
CPT,Male,black,officer,O12C,36.0,17.0
1LT,Male,white,officer,O12C,28.0,9.0
1LT,Male,black,officer,O11C,29.0,9.0
2LT,Female,white,officer,O11B,23.0,3.0
2LT,Male,hispanic,officer,O12B,23.0,4.0
2LT,Male,white,officer,O12C,22.0,3.0
CPT,Male,hispanic,officer,O11B,37.0,15.0
MAJ,Male,black,officer,O11C,35.0,21.0
2LT,Male,white,officer,O11B,22.0,4.0
1LT,Male,black,officer,O11C,29.0,5.0
2LT,Female,white,officer,O12C,23.0,3.0
2LT,Male,asian,officer,O12B,23.0,4.0
LTC,Male,white,officer,O11B,42.0,26.0
2LT,Female,black,officer,O11B,23.0,4.0
1LT,Male,asian,officer,O11B,29.0,9.0
CPT,Female,hispanic,officer,O12C,36.0,16.0
CPT,Male,black,officer,O11C,36.0,10.0
1LT,Female,white,officer,O12B,26.0,8.0
1LT,Male,white,officer,O12C,23.0,7.0
CPT,Female,asian,officer,O11B,31.0,11.0
1LT,Male,hispanic,officer,O16N,26.0,9.0
1LT,Female,white,officer,O12C,27.0,6.0
1LT,Male,white,officer,O16N,25.0,4.0
CPT,Male,hispanic,officer,O11B,30.0,14.0
1LT,Female,white,officer,O11C,26.0,5.0
2LT,Female,hispanic,officer,O11C,22.0,2.0
1LT,Female,hispanic,officer,O12B,25.0,4.0
MAJ,Female,white,officer,O16N,38.0,27.0
CPT,Female,hispanic,officer,O16N,32.0,14.0
1LT,Male,hispanic,officer,O11B,24.0,5.0
2LT,Male,black,officer,O11C,24.0,4.0
2LT,Female,asian,officer,O11C,24.0,2.0
1LT,Male,black,officer,O12C,25.0,6.0
1LT,Male,black,officer,O12B,27.0,8.0
1LT,Female,other,officer,O11C,27.0,5.0
1LT,Female,white,officer,O11C,27.0,4.0
2LT,Male,hispanic,officer,O11B,23.0,4.0
2LT,Male,white,officer,O12B,24.0,3.0
CPT,Female,black,officer,O11C,28.0,14.0
1LT,Male,hispanic,officer,O11B,25.0,8.0
1LT,Female,white,officer,O12B,23.0,4.0
1LT,Male,asian,officer,O16N,27.0,9.0
2LT,Female,white,officer,O12B,21.0,3.0
1LT,Female,white,officer,O16N,26.0,6.0
1LT,Male,asian,officer,O12B,24.0,5.0
2LT,Male,hispanic,officer,O12C,23.0,4.0
CPT,Male,hispanic,officer,O12B,32.0,9.0
MAJ,Female,white,officer,O12C,35.0,22.0
1LT,Male,black,officer,O12C,29.0,8.0
2LT,Female,black,officer,O11C,21.0,4.0
1LT,Female,asian,officer,O12C,24.0,9.0
1LT,Male,hispanic,officer,O11B,25.0,4.0
2LT,Male,white,officer,O11B,24.0,4.0
CPT,Male,hispanic,officer,O12B,33.0,17.0
2LT,Male,white,officer,O11B,24.0,2.0
2LT,Female,hispanic,officer,O11C,22.0,4.0
2LT,Male,black,officer,O11B,21.0,3.0
2LT,Male,black,officer,O16N,24.0,3.0
LTC,Male,hispanic,officer,O16N,40.0,28.0
CPT,Male,black,officer,O12B,30.0,8.0
1LT,Male,hispanic,officer,O16N,24.0,7.0
CPT,Male,white,officer,O12C,34.0,15.0
CPT,Female,asian,officer,O12B,37.0,16.0
2LT,Male,white,officer,O12C,22.0,2.0
COL,Male,hispanic,officer,O12B,50.0,37.0
2LT,Male,hispanic,officer,O12C,22.0,3.0
1LT,Male,black,officer,O11C,26.0,8.0
1LT,Male,black,officer,O16N,25.0,4.0
1LT,Male,white,officer,O16N,23.0,6.0
1LT,Male,hispanic,officer,O11C,28.0,6.0
CPT,Male,hispanic,officer,O12C,33.0,12.0
2LT,Male,asian,officer,O11B,21.0,4.0
CPT,Male,white,officer,O12C,32.0,15.0
CPT,Female,asian,officer,O11B,36.0,9.0
2LT,Female,white,officer,O11C,24.0,2.0
1LT,Male,black,officer,O11C,25.0,8.0
1LT,Male,hispanic,officer,O11C,28.0,5.0
CPT,Male,white,officer,O12C,29.0,10.0
1LT,Male,black,officer,O16N,28.0,4.0
2LT,Female,hispanic,officer,O11C,21.0,3.0
CPT,Male,asian,officer,O12B,28.0,17.0
1LT,Male,hispanic,officer,O11B,25.0,7.0
1LT,Male,white,officer,O11B,24.0,7.0
1LT,Male,white,officer,O12B,23.0,5.0
1LT,Female,black,officer,O11B,25.0,5.0
2LT,Female,black,officer,O16N,23.0,3.0
1LT,Female,asian,officer,O11B,27.0,9.0
2LT,Male,black,officer,O12B,23.0,3.0
COL,Male,asian,officer,O11C,53.0,38.0
1LT,Male,asian,officer,O12B,28.0,6.0
2LT,Male,white,officer,O12B,23.0,2.0
1LT,Female,hispanic,officer,O11B,24.0,7.0
1LT,Male,black,officer,O12C,29.0,8.0
CPT,Male,hispanic,officer,O12B,36.0,13.0
MAJ,Female,white,officer,O16N,37.0,26.0
1LT,Male,white,officer,O11C,29.0,9.0
2LT,Male,asian,officer,O12B,21.0,3.0
1LT,Male,black,officer,O16N,23.0,5.0
2LT,Male,asian,officer,O11B,23.0,3.0
1LT,Male,black,officer,O12B,26.0,8.0
2LT,Male,hispanic,officer,O12B,22.0,2.0
1LT,Male,white,officer,O16N,23.0,7.0
1LT,Female,black,officer,O16N,28.0,6.0
COL,Female,white,officer,O12C,52.0,32.0
1LT,Female,white,officer,O11C,25.0,9.0
2LT,Female,white,officer,O16N,22.0,4.0
1LT,Female,black,officer,O11C,23.0,5.0
1LT,Male,hispanic,officer,O11B,28.0,7.0
CPT,Male,other,officer,O12C,31.0,12.0
CPT,Male,white,officer,O12B,32.0,8.0
1LT,Female,white,officer,O11B,28.0,7.0
